Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,,
2019-01-02,52.29249954223633,52.29249954223633,52.61600112915039,50.78549957275391,50.82849884033203,30652000
2019-01-03,50.803001403808594,50.803001403808594,52.8489990234375,50.70349884033203,52.04999923706055,36822000
2019-01-04,53.53549957275391,53.53549957275391,53.54199981689453,51.37089920043945,51.62950134277344,41878000
2019-01-07,53.41949844360352,53.41949844360352,53.70000076293945,52.73799896240234,53.57500076293945,39638000
2019-01-08,53.81399917602539,53.81399917602539,54.22800064086914,53.0265007019043,53.80550003051758,35298000
2019-01-09,53.733001708984375,53.733001708984375,54.13150024414063,53.31999969482422,54.08250045776367,23986000
2019-01-10,53.51649856567383,53.51649856567383,53.557498931884766,52.885501861572266,53.382999420166016,29128000
2019-01-11,52.859500885009766,52.859500885009766,53.188751220703125,52.42399978637695,53.15900039672852,30416000
2019-01-14,52.234500885009766,52.234500885009766,52.57649993896485,52.06275177001953,52.34600067138672,22886000
2019-01-15,53.85749816894531,53.85749816894531,54.00249862670898,52.367000579833984,52.50849914550781,29272000
2019-01-16,54.04850006103516,54.04850006103516,54.618751525878906,53.96699905395508,54.0,26636000
2019-01-17,54.494998931884766,54.494998931884766,54.59000015258789,53.67499923706055,53.9734992980957,24854000
2019-01-18,54.91299819946289,54.91299819946289,55.417598724365234,54.54499816894531,55.0,39112000
2019-01-22,53.5260009765625,53.5260009765625,54.57550048828125,53.17350006103516,54.400001525878906,32270000
2019-01-23,53.77849960327149,53.77849960327149,54.24649810791016,52.98749923706055,53.86750030517578,19340000
2019-01-24,53.69499969482422,53.69499969482422,53.973751068115234,53.03499984741211,53.82400131225586,27226000
2019-01-25,54.54949951171875,54.54949951171875,54.70000076293945,54.09099960327149,54.25,22382000
2019-01-28,53.50400161743164,53.50400161743164,54.150001525878906,53.18999862670898,54.00550079345703,25686000
2019-01-29,53.03099822998047,53.03099822998047,53.75749969482422,52.793251037597656,53.63399887084961,20436000
2019-01-30,54.45299911499024,54.45299911499024,54.54999923706055,53.34249877929688,53.42150115966797,25596000
2019-01-31,55.81850051879883,55.81850051879883,55.86650085449219,54.77050018310547,55.150001525878906,30766000
2019-02-01,55.53749847412109,55.53749847412109,56.25,55.24449920654297,55.619998931884766,29244000
2019-02-04,56.63999938964844,56.63999938964844,56.63999938964844,55.45100021362305,55.632999420166016,51530000
2019-02-05,57.29949951171875,57.29949951171875,57.34249877929688,55.86240005493164,56.242000579833984,71044000
2019-02-06,55.76150131225586,55.76150131225586,57.34999847412109,55.63850021362305,56.97850036621094,42112000
2019-02-07,54.93550109863281,54.93550109863281,55.242000579833984,54.29999923706055,55.20800018310547,40896000
2019-02-08,54.75299835205078,54.75299835205078,54.945499420166016,54.32749938964844,54.34999847412109,21516000
2019-02-11,54.7504997253418,54.7504997253418,55.29724884033203,54.64300155639648,54.84749984741211,21304000
2019-02-12,56.06850051879883,56.06850051879883,56.26475143432617,55.29249954223633,55.34000015258789,32182000
2019-02-13,56.007999420166016,56.007999420166016,56.73649978637695,55.92499923706055,56.2495002746582,20996000
2019-02-14,56.08349990844727,56.08349990844727,56.4114990234375,55.52225112915039,55.90250015258789,18952000
2019-02-15,55.682498931884766,55.682498931884766,56.58349990844727,55.532501220703125,56.50400161743164,28996000
2019-02-19,55.928001403808594,55.928001403808594,56.09450149536133,55.5,55.5,20928000
2019-02-20,55.68999862670898,55.68999862670898,56.170501708984375,55.26399993896485,55.9995002746582,21756000
2019-02-21,54.8484992980957,54.8484992980957,55.59700012207031,54.6259994506836,55.54199981689453,28302000
2019-02-22,55.51850128173828,55.51850128173828,55.5620002746582,54.77999877929688,55.04499816894531,20990000
2019-02-25,55.470001220703125,55.470001220703125,55.92699813842773,55.36349868774414,55.79999923706055,28262000
2019-02-26,55.75650024414063,55.75650024414063,55.97549819946289,54.99599838256836,55.28749847412109,29426000
2019-02-27,55.8025016784668,55.8025016784668,55.89899826049805,55.04999923706055,55.34749984741211,19368000
2019-02-28,55.99599838256836,55.99599838256836,56.38249969482422,55.55049896240234,55.56499862670898,30850000
2019-03-01,57.04949951171875,57.04949951171875,57.14849853515625,56.23749923706055,56.244998931884766,29006000
2019-03-04,57.38999938964844,57.38999938964844,57.91400146484375,56.53450012207031,57.3494987487793,28920000
2019-03-05,58.10150146484375,58.10150146484375,58.480499267578125,57.30974960327149,57.50299835205078,28864000
2019-03-06,57.89300155639648,57.89300155639648,58.378299713134766,57.77450180053711,58.1245002746582,21986000
2019-03-07,57.165000915527344,57.165000915527344,57.83774948120117,56.74549865722656,57.7859992980957,23332000
2019-03-08,57.11600112915039,57.11600112915039,57.354000091552734,56.165000915527344,56.33649826049805,24248000
2019-03-11,58.78799819946289,58.78799819946289,58.80950164794922,57.22249984741211,57.22249984741211,34384000
2019-03-12,59.65999984741211,59.65999984741211,60.0,58.91299819946289,58.91299819946289,40262000
2019-03-13,59.66600036621094,59.66600036621094,60.04650115966797,59.59700012207031,60.0322494506836,28718000
2019-03-14,59.27750015258789,59.27750015258789,59.89400100708008,59.2239990234375,59.72549819946289,23456000
2019-03-15,59.22299957275391,59.22299957275391,59.82849884033203,59.13050079345703,59.66899871826172,49236000
2019-03-18,59.2130012512207,59.2130012512207,59.5,58.87105178833008,59.165000915527344,25852000
2019-03-19,59.942501068115234,59.942501068115234,60.0,59.29349899291992,59.44049835205078,30414000
2019-03-20,61.19850158691406,61.19850158691406,61.35699844360352,59.80849838256836,59.86750030517578,44548000
2019-03-21,61.57699966430664,61.57699966430664,61.589500427246094,60.657501220703125,60.79999923706055,24080000
2019-03-22,60.275001525878906,60.275001525878906,61.5,60.14125061035156,61.31600189208984,34284000
2019-03-25,59.650001525878906,59.650001525878906,60.31990051269531,59.35200119018555,59.84650039672852,29936000
2019-03-26,59.23099899291992,59.23099899291992,60.14149856567383,58.83599853515625,59.92649841308594,38024000
2019-03-27,58.6510009765625,58.6510009765625,59.37794876098633,57.96849822998047,59.275001525878906,28004000
2019-03-28,58.42449951171875,58.42449951171875,58.578250885009766,57.97154998779297,58.57699966430664,19234000
2019-03-29,58.66550064086914,58.66550064086914,58.949501037597656,58.14400100708008,58.744998931884766,25398000
2019-04-01,59.72150039672852,59.72150039672852,59.83300018310547,59.09999847412109,59.20500183105469,25050000
2019-04-02,60.02450180053711,60.02450180053711,60.067501068115234,59.28549957275391,59.76599884033203,16558000
2019-04-03,60.29600143432617,60.29600143432617,60.81499862670898,60.025001525878906,60.374000549316406,20286000
2019-04-04,60.75,60.75,60.78350067138672,60.20650100708008,60.297000885009766,19000000
2019-04-05,60.35749816894531,60.35749816894531,60.81100082397461,60.25149917602539,60.7495002746582,18144000
2019-04-08,60.19200134277344,60.19200134277344,60.43450164794922,59.99300003051758,60.39450073242188,17204000
2019-04-09,59.86249923706055,59.86249923706055,60.11449813842773,59.65399932861328,59.79999923706055,17528000
2019-04-10,60.108001708984375,60.108001708984375,60.18925094604492,59.82175064086914,60.03400039672852,14492000
2019-04-11,60.23099899291992,60.23099899291992,60.39799880981445,60.00650024414063,60.198001861572266,14204000
2019-04-12,60.89350128173828,60.89350128173828,60.91749954223633,60.40549850463867,60.5,18668000
2019-04-15,61.05500030517578,61.05500030517578,61.209999084472656,60.45550155639648,60.900001525878906,23748000
2019-04-16,61.35649871826172,61.35649871826172,61.54100036621094,61.00600051879883,61.25,17126000
2019-04-17,61.81700134277344,61.81700134277344,62.02799987792969,61.39099884033203,61.650001525878906,24438000
2019-04-18,61.81850051879883,61.81850051879883,62.09999847412109,61.730499267578125,61.95899963378906,26636000
2019-04-22,62.44200134277344,62.44200134277344,62.454498291015625,61.41550064086914,61.79949951171875,16146000
2019-04-23,63.227500915527344,63.227500915527344,63.45000076293945,62.31900024414063,62.53450012207031,26398000
2019-04-24,62.79999923706055,62.79999923706055,63.4005012512207,62.75,63.20600128173828,20376000
2019-04-25,63.17250061035156,63.17250061035156,63.370399475097656,62.60150146484375,63.23849868774414,22146000
2019-04-26,63.60900115966797,63.60900115966797,63.65349960327149,63.01599884033203,63.45000076293945,24828000
2019-04-29,64.37899780273438,64.37899780273438,64.4635009765625,63.31475067138672,63.70000076293945,49988000
2019-04-30,59.42399978637695,59.42399978637695,59.64049911499024,58.75,59.25,124140000
2019-05-01,58.40399932861328,58.40399932861328,59.40250015258789,58.35900115966797,59.40250015258789,52784000
2019-05-02,58.13050079345703,58.13050079345703,58.70949935913086,57.750099182128906,58.38800048828125,38896000
2019-05-03,59.27000045776367,59.27000045776367,59.34000015258789,58.45000076293945,58.682498931884766,39614000
2019-05-06,59.46950149536133,59.46950149536133,59.54249954223633,58.3129997253418,58.3129997253418,31278000
2019-05-07,58.70500183105469,58.70500183105469,59.52199935913086,58.05199813842773,59.02349853515625,31028000
2019-05-08,58.3134994506836,58.3134994506836,59.02119827270508,58.2869987487793,58.60049819946289,26186000
2019-05-09,58.11899948120117,58.11899948120117,58.483001708984375,57.54249954223633,57.95149993896485,23714000
2019-05-10,58.2135009765625,58.2135009765625,58.630001068115234,57.125,58.179500579833984,26290000
2019-05-13,56.60150146484375,56.60150146484375,57.39699935913086,56.105499267578125,57.09799957275391,37212000
2019-05-14,56.02199935913086,56.02199935913086,57.02099990844727,55.977500915527344,56.86050033569336,36732000
2019-05-15,58.21049880981445,58.21049880981445,58.56650161743164,55.83330154418945,55.89350128173828,45786000
2019-05-16,58.94900131225586,58.94900131225586,59.40800094604492,58.141998291015625,58.22549819946289,30628000
2019-05-17,58.1150016784668,58.1150016784668,59.00749969482422,58.0004997253418,58.42350006103516,24172000
2019-05-20,56.942501068115234,56.942501068115234,57.33985137939453,56.57215118408203,57.22499847412109,27066000
2019-05-21,57.48149871826172,57.48149871826172,57.635398864746094,56.89699935913086,57.42449951171875,23196000
2019-05-22,57.57099914550781,57.57099914550781,57.92599868774414,57.29449844360352,57.337501525878906,18290000
2019-05-23,57.03850173950195,57.03850173950195,57.29864883422852,56.46120071411133,57.025001525878906,23978000
2019-05-24,56.67350006103516,56.67350006103516,57.48825073242188,56.58300018310547,57.36800003051758,22240000
2019-05-28,56.70750045776367,56.70750045776367,57.579349517822266,56.65599822998047,56.70000076293945,27300000
2019-05-29,55.823001861572266,55.823001861572266,56.45500183105469,55.4109992980957,56.3759994506836,30764000
2019-05-30,55.897499084472656,55.897499084472656,56.15650177001953,55.60599899291992,55.777000427246094,19038000
2019-05-31,55.18149948120117,55.18149948120117,55.47999954223633,55.00899887084961,55.06449890136719,30156000
2019-06-03,51.811500549316406,51.811500549316406,53.275001525878906,51.25,53.275001525878906,102612000
2019-06-04,52.65250015258789,52.65250015258789,52.8025016784668,51.68450164794922,52.14500045776367,56670000
2019-06-05,52.11100006103516,52.11100006103516,52.6775016784668,51.52450180053711,52.57699966430664,43368000
2019-06-06,52.21699905395508,52.21699905395508,52.3745002746582,51.685001373291016,52.2495002746582,34064000
2019-06-07,53.30199813842773,53.30199813842773,53.54600143432617,52.41999816894531,52.53150177001953,36048000
